10	0.0	0.0
12	9.9945068359375e-05	0.00029983520507812503
14	0.0	0.0
16	0.00019981861114501954	0.0003996372542934862
18	0.00019981861114501954	0.0003996372542934862
20	0.0043985843658447266	0.001018622674670217
22	0.0024986743927001955	0.0005022273622761568
24	0.0032988548278808593	0.0008991053370995701
26	0.021588611602783202	0.0048787840249905
28	0.03537838459014893	0.008243939045694162
30	0.01589076519012451	0.0020702999141969675
10	0.0	0.0
12	9.996891021728516e-05	0.00029990673065185544
14	0.00010013580322265625	0.00030040740966796875
16	0.00019981861114501954	0.00039963722584597777
18	0.00040073394775390624	0.0004908064022481345
20	0.0011992216110229491	0.00039984007622533154
22	0.0005994319915771484	0.0004894344581027141
24	0.006096410751342774	0.001512459245149848
26	0.0034979581832885742	0.001909329572560053
28	0.01808936595916748	0.0042509702504304634
30	0.19682295322418214	0.030946147325047267
